date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:43:20	58335/58335	---M--	200	added ('OK')	image/png	etag:%22584b41529c071b4ca9b60cf8777139e4%22	https://static.wixstatic.com/media/023dfc_d1eea356431947aeb59e974971d68287~mv2.jpg/v1/fill/w_196,h_131,al_c,q_80,usm_0.66_1.00_0.01,blur_2/023dfc_d1eea356431947aeb59e974971d68287~mv2.jpg	C:/Users/joysi/OneDrive/Desktop/HimalayAK/static.wixstatic.com/media/023dfc_d1eea356431947aeb59e974971d68287_mv2.jpg/v1/fill/w_196,h_131,al_c,q_80,usm_0.66_1.00_0.01,blur_2/023dfc_d1eea356431947aeb59e974971d68287_mv2.png	(from https://www.fundingfordeeptech2019.informedfunding.com/)
00:43:20	337550/337550	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2019:13:19%20GMT	https://www.fundingfordeeptech2019.informedfunding.com/a-conversation-with-plexal-s-md-abo	C:/Users/joysi/OneDrive/Desktop/HimalayAK/www.fundingfordeeptech2019.informedfunding.com/a-conversation-with-plexal-s-md-abo.html	(from https://www.fundingfordeeptech2019.informedfunding.com/)
00:43:22	13953/13953	---M--	200	added ('OK')	image/png	etag:%22a9e04ef7558b2a8bbf28ba15c8842fac%22	https://static.wixstatic.com/media/023dfc_8006a9947d9948a2b6073d0ebedd1f91~mv2.png/v1/fill/w_172,h_61,al_c,usm_0.66_1.00_0.01,blur_3/Plexal-logo-horizontal-dark.png	C:/Users/joysi/OneDrive/Desktop/HimalayAK/static.wixstatic.com/media/023dfc_8006a9947d9948a2b6073d0ebedd1f91_mv2.png/v1/fill/w_172,h_61,al_c,usm_0.66_1.00_0.01,blur_3/Plexal-logo-horizontal-dark.png	(from https://www.fundingfordeeptech2019.informedfunding.com/)
00:43:22	9568/9568	---M--	200	added ('OK')	image/png	etag:%2204287d2ada13db79493fe1fa6c860438%22	https://static.wixstatic.com/media/023dfc_31388e9da9794a45b3a1d610833aa1cc~mv2.png/v1/fill/w_176,h_43,al_c,usm_0.66_1.00_0.01,blur_3/Beauhurst.png	C:/Users/joysi/OneDrive/Desktop/HimalayAK/static.wixstatic.com/media/023dfc_31388e9da9794a45b3a1d610833aa1cc_mv2.png/v1/fill/w_176,h_43,al_c,usm_0.66_1.00_0.01,blur_3/Beauhurst.png	(from https://www.fundingfordeeptech2019.informedfunding.com/)
00:43:24	7252/7252	---M--	200	added ('OK')	image/png	etag:%2207140a0e2051234da0ac35d444dd86a2%22	https://static.wixstatic.com/media/023dfc_308c1575dede428c84e14e7700bc05c1~mv2.png/v1/fill/w_102,h_43,al_c,usm_0.66_1.00_0.01,blur_3/efm.png	C:/Users/joysi/OneDrive/Desktop/HimalayAK/static.wixstatic.com/media/023dfc_308c1575dede428c84e14e7700bc05c1_mv2.png/v1/fill/w_102,h_43,al_c,usm_0.66_1.00_0.01,blur_3/efm.png	(from https://www.fundingfordeeptech2019.informedfunding.com/)
00:43:25	6385/6385	---M--	200	added ('OK')	image/png	etag:%22ed442707fb831461d0d514fa109ba5a3%22	https://static.wixstatic.com/media/023dfc_bf699db028c0453bbbd56ed6af55ff9f~mv2.png/v1/crop/x_0,y_230,w_3744,h_553/fill/w_244,h_36,al_c,usm_0.66_1.00_0.01,blur_2/MooreKingstonSmith_Identity_RGB.png	C:/Users/joysi/OneDrive/Desktop/HimalayAK/static.wixstatic.com/media/023dfc_bf699db028c0453bbbd56ed6af55ff9f_mv2.png/v1/crop/x_0,y_230,w_3744,h_553/fill/w_244,h_36,al_c,usm_0.66_1.00_0.01,blur_2/MooreKingstonSmith_Identity_RGB.45.delaye	(from https://www.fundingfordeeptech2019.informedfunding.com/)
00:43:26	29129/29129	---M--	200	added ('OK')	image/jpeg	etag:%2275f6c4f1da51b7dd15f5ed3206038388%22	https://static.wixstatic.com/media/023dfc_fe5dedf357b7464b84a57454dc9dfaa3~mv2_d_4500_3000_s_4_2.jpg/v1/fill/w_480,h_320,al_c,q_80,usm_0.66_1.00_0.01,blur_2/023dfc_fe5dedf357b7464b84a57454dc9dfaa3~mv2_d_4500_3000_s_4_2.jpg	C:/Users/joysi/OneDrive/Desktop/HimalayAK/static.wixstatic.com/media/023dfc_fe5dedf357b7464b84a57454dc9dfaa3_mv2_d_4/v1/fill/w_480,h_320,al_c,q_80,usm_0.66_1.00_0.01,blur_2/023dfc_fe5dedf357b7464b84a57454dc9dfaa3_mv2_d_4500_3000_s_4_2.4	(from https://www.fundingfordeeptech2019.informedfunding.com/register)
00:43:26	10214/10214	---M--	200	added ('OK')	image/jpeg	etag:%228afa9122b0c80c7c1c2bf900d77ef17b%22	https://static.wixstatic.com/media/023dfc_6beff85c1e334b61863bc089546203c2~mv2_d_1920_1279_s_2.jpg/v1/fill/w_185,h_124,al_c,q_80,usm_0.66_1.00_0.01,blur_2/023dfc_6beff85c1e334b61863bc089546203c2~mv2_d_1920_1279_s_2.jpg	C:/Users/joysi/OneDrive/Desktop/HimalayAK/static.wixstatic.com/media/023dfc_6beff85c1e334b61863bc089546203c2_mv2_d_1/v1/fill/w_185,h_124,al_c,q_80,usm_0.66_1.00_0.01,blur_2/023dfc_6beff85c1e334b61863bc089546203c2_mv2_d_1920_1279_s_2.47	(from https://www.fundingfordeeptech2019.informedfunding.com/register)
00:43:26	31946/31946	---M--	200	added ('OK')	image/png	etag:%2229baead97f54e7b68b1ff970d036cfb2%22	https://static.wixstatic.com/media/023dfc_92b1cb36fb6e4a208c44ec897cc7c6d0~mv2.png/v1/fill/w_139,h_139,al_c,usm_0.66_1.00_0.01,blur_3/biggerpillarsLR-14.png	C:/Users/joysi/OneDrive/Desktop/HimalayAK/static.wixstatic.com/media/023dfc_92b1cb36fb6e4a208c44ec897cc7c6d0_mv2.png/v1/fill/w_139,h_139,al_c,usm_0.66_1.00_0.01,blur_3/biggerpillarsLR-14.png	(from https://www.fundingfordeeptech2019.informedfunding.com/register)
00:43:27	30072/30072	---M--	200	added ('OK')	image/png	etag:%22f924e59efcff0343b9599c08768b1179%22	https://static.wixstatic.com/media/023dfc_82edadbe0c4144e695f31362ced15a45~mv2.png/v1/fill/w_139,h_139,al_c,usm_0.66_1.00_0.01,blur_3/biggerpillarsLR-12.png	C:/Users/joysi/OneDrive/Desktop/HimalayAK/static.wixstatic.com/media/023dfc_82edadbe0c4144e695f31362ced15a45_mv2.png/v1/fill/w_139,h_139,al_c,usm_0.66_1.00_0.01,blur_3/biggerpillarsLR-12.png	(from https://www.fundingfordeeptech2019.informedfunding.com/register)
00:43:27	32777/32777	---M--	200	added ('OK')	image/png	etag:%228f22d1936a7bd25872856cdd1e29f697%22	https://static.wixstatic.com/media/023dfc_c1b4f547ddbc4e0fad9f8e078cc843db~mv2.png/v1/fill/w_139,h_139,al_c,usm_0.66_1.00_0.01,blur_3/biggerpillarsLR-13.png	C:/Users/joysi/OneDrive/Desktop/HimalayAK/static.wixstatic.com/media/023dfc_c1b4f547ddbc4e0fad9f8e078cc843db_mv2.png/v1/fill/w_139,h_139,al_c,usm_0.66_1.00_0.01,blur_3/biggerpillarsLR-13.png	(from https://www.fundingfordeeptech2019.informedfunding.com/register)
00:43:29	9337/9337	---M--	200	added ('OK')	image/png	etag:%2236114e5318dd790628ba177d3125e122%22	https://static.wixstatic.com/media/023dfc_71db26421b6b403382ca2128ceba4810~mv2.png/v1/fill/w_210,h_34,al_c,usm_0.66_1.00_0.01,blur_2/EventLogoLR-03.png	C:/Users/joysi/OneDrive/Desktop/HimalayAK/static.wixstatic.com/media/023dfc_71db26421b6b403382ca2128ceba4810_mv2.png/v1/fill/w_210,h_34,al_c,usm_0.66_1.00_0.01,blur_2/EventLogoLR-03.png	(from https://www.fundingfordeeptech2019.informedfunding.com/register)
00:43:29	7979/7979	---M--	200	added ('OK')	image/jpeg	etag:%220da0973008a0c6ea08115d3b4ae1543b%22	https://static.wixstatic.com/media/023dfc_1c4af0f9a73543ce8a1a4ab3236fcfec~mv2_d_4800_2000_s_2.jpg/v1/fill/w_226,h_94,al_c,q_80,usm_0.66_1.00_0.01,blur_2/023dfc_1c4af0f9a73543ce8a1a4ab3236fcfec~mv2_d_4800_2000_s_2.jpg	C:/Users/joysi/OneDrive/Desktop/HimalayAK/static.wixstatic.com/media/023dfc_1c4af0f9a73543ce8a1a4ab3236fcfec_mv2_d_4/v1/fill/w_226,h_94,al_c,q_80,usm_0.66_1.00_0.01,blur_2/023dfc_1c4af0f9a73543ce8a1a4ab3236fcfec_mv2_d_4800_2000_s_2.4b.d	(from https://www.fundingfordeeptech2019.informedfunding.com/register)
00:43:30	77326/77326	---M--	200	added ('OK')	image/png	etag:%22ca3ea63cc3a36912067a62553ebc9969%22	https://static.wixstatic.com/media/023dfc_86354d983d2c431ca21c054c9d4294da~mv2.jpg/v1/fill/w_250,h_167,al_c,q_80,usm_0.66_1.00_0.01,blur_2/023dfc_86354d983d2c431ca21c054c9d4294da~mv2.jpg	C:/Users/joysi/OneDrive/Desktop/HimalayAK/static.wixstatic.com/media/023dfc_86354d983d2c431ca21c054c9d4294da_mv2.jpg/v1/fill/w_250,h_167,al_c,q_80,usm_0.66_1.00_0.01,blur_2/023dfc_86354d983d2c431ca21c054c9d4294da_mv2.png	(from https://www.fundingfordeeptech2019.informedfunding.com/directions)
00:43:31	26575/26575	---M--	200	added ('OK')	image/jpeg	etag:%22744221e24f3f39e5705aaa979d4f3719%22	https://static.wixstatic.com/media/023dfc_0dcf9670c34f445ba704ce629540b6c5~mv2_d_1200_1200_s_2.jpg/v1/fill/w_142,h_142,al_c,q_80,usm_0.66_1.00_0.01,blur_2/Untitled-1-04.jpg	C:/Users/joysi/OneDrive/Desktop/HimalayAK/static.wixstatic.com/media/023dfc_0dcf9670c34f445ba704ce629540b6c5_mv2_d_1200_1200_s_2.jpg/v1/fill/w_142,h_142,al_c,q_80,usm_0.66_1.00_0.01,blur_2/Untitled-1-04.jpg	(from https://www.fundingfordeeptech2019.informedfunding.com/directions)
00:43:32	26379/26379	---M--	200	added ('OK')	image/jpeg	etag:%2200518cec41e79e4e6f06a86d7a51b97d%22	https://static.wixstatic.com/media/023dfc_6859542b6dc344ccab52b5a155bfa767~mv2_d_1200_1200_s_2.jpg/v1/fill/w_142,h_142,al_c,q_80,usm_0.66_1.00_0.01,blur_2/Untitled-1-08.jpg	C:/Users/joysi/OneDrive/Desktop/HimalayAK/static.wixstatic.com/media/023dfc_6859542b6dc344ccab52b5a155bfa767_mv2_d_1200_1200_s_2.jpg/v1/fill/w_142,h_142,al_c,q_80,usm_0.66_1.00_0.01,blur_2/Untitled-1-08.jpg	(from https://www.fundingfordeeptech2019.informedfunding.com/directions)
00:43:32	26375/26375	---M--	200	added ('OK')	image/jpeg	etag:%22535fad2e4fdf6370a1c39d2b3cf82c30%22	https://static.wixstatic.com/media/023dfc_abff2638860e4b82bd5a40ce86d30189~mv2_d_1200_1200_s_2.jpg/v1/fill/w_142,h_142,al_c,q_80,usm_0.66_1.00_0.01,blur_2/Untitled-1-05.jpg	C:/Users/joysi/OneDrive/Desktop/HimalayAK/static.wixstatic.com/media/023dfc_abff2638860e4b82bd5a40ce86d30189_mv2_d_1200_1200_s_2.jpg/v1/fill/w_142,h_142,al_c,q_80,usm_0.66_1.00_0.01,blur_2/Untitled-1-05.jpg	(from https://www.fundingfordeeptech2019.informedfunding.com/directions)
00:43:32	26289/26289	---M--	200	added ('OK')	image/jpeg	etag:%22cecb0ba53c8ff0fefd9ce633c87c3017%22	https://static.wixstatic.com/media/023dfc_97d78a5c318941ebb20d287452bdbf51~mv2_d_1200_1200_s_2.jpg/v1/fill/w_142,h_142,al_c,q_80,usm_0.66_1.00_0.01,blur_2/Untitled-1-06.jpg	C:/Users/joysi/OneDrive/Desktop/HimalayAK/static.wixstatic.com/media/023dfc_97d78a5c318941ebb20d287452bdbf51_mv2_d_1200_1200_s_2.jpg/v1/fill/w_142,h_142,al_c,q_80,usm_0.66_1.00_0.01,blur_2/Untitled-1-06.jpg	(from https://www.fundingfordeeptech2019.informedfunding.com/directions)
00:43:33	26496/26496	---M--	200	added ('OK')	image/jpeg	etag:%22501f19d3f1390ebde297325330fc0802%22	https://static.wixstatic.com/media/023dfc_5ff77fb528a84ed6b16525d983d26620~mv2_d_1200_1200_s_2.jpg/v1/fill/w_142,h_142,al_c,q_80,usm_0.66_1.00_0.01,blur_2/Untitled-1-07.jpg	C:/Users/joysi/OneDrive/Desktop/HimalayAK/static.wixstatic.com/media/023dfc_5ff77fb528a84ed6b16525d983d26620_mv2_d_1200_1200_s_2.jpg/v1/fill/w_142,h_142,al_c,q_80,usm_0.66_1.00_0.01,blur_2/Untitled-1-07.jpg	(from https://www.fundingfordeeptech2019.informedfunding.com/directions)
00:43:34	26517/26517	---M--	200	added ('OK')	image/jpeg	etag:%22814a3c4c7a8a72be5b3da07ab01117e9%22	https://static.wixstatic.com/media/023dfc_e5ec2c7ef7834d5f914168d8bbffbb01~mv2_d_1200_1200_s_2.jpg/v1/fill/w_142,h_142,al_c,q_80,usm_0.66_1.00_0.01,blur_2/Untitled-1-03.jpg	C:/Users/joysi/OneDrive/Desktop/HimalayAK/static.wixstatic.com/media/023dfc_e5ec2c7ef7834d5f914168d8bbffbb01_mv2_d_1200_1200_s_2.jpg/v1/fill/w_142,h_142,al_c,q_80,usm_0.66_1.00_0.01,blur_2/Untitled-1-03.jpg	(from https://www.fundingfordeeptech2019.informedfunding.com/directions)
